Pressure : 1008.13301 hPa,  Temp : 31.07778 deg,  Hum : 66.02709 pct  
Pressure : 1007.55500 hPa,  Temp : 35.83126 deg,  Hum : 47.16028 pct  
Pressure : 1007.49819 hPa,  Temp : 35.83126 deg,  Hum : 46.70963 pct  
Pressure : 1007.53012 hPa,  Temp : 35.81594 deg,  Hum : 46.75694 pct  
Pressure : 1007.53012 hPa,  Temp : 35.81594 deg,  Hum : 46.21136 pct  
Pressure : 1007.50171 hPa,  Temp : 35.81594 deg,  Hum : 46.56718 pct  
Pressure : 1007.53012 hPa,  Temp : 35.81594 deg,  Hum : 46.22915 pct  
Pressure : 1007.55023 hPa,  Temp : 35.81084 deg,  Hum : 46.50784 pct  
Pressure : 1007.50524 hPa,  Temp : 35.80063 deg,  Hum : 46.11042 pct  
Pressure : 1007.53364 hPa,  Temp : 35.80063 deg,  Hum : 46.59670 pct  
Pressure : 1007.57034 hPa,  Temp : 35.80573 deg,  Hum : 46.62639 pct  
Pressure : 1007.55852 hPa,  Temp : 35.81594 deg,  Hum : 46.81030 pct  
Pressure : 1007.46025 hPa,  Temp : 35.79041 deg,  Hum : 47.07688 pct  
Pressure : 1007.55852 hPa,  Temp : 35.81594 deg,  Hum : 47.08305 pct  
Pressure : 1007.58216 hPa,  Temp : 35.79552 deg,  Hum : 47.26072 pct  
Pressure : 1007.53012 hPa,  Temp : 35.81594 deg,  Hum : 47.40914 pct  
Pressure : 1007.54194 hPa,  Temp : 35.80573 deg,  Hum : 47.49796 pct  
Pressure : 1007.53012 hPa,  Temp : 35.81594 deg,  Hum : 47.56328 pct  
Pressure : 1007.52182 hPa,  Temp : 35.81084 deg,  Hum : 47.59287 pct  
Pressure : 1007.51353 hPa,  Temp : 35.80573 deg,  Hum : 47.61653 pct  
Pressure : 1007.57863 hPa,  Temp : 35.81084 deg,  Hum : 47.52766 pct  
Pressure : 1007.53841 hPa,  Temp : 35.82105 deg,  Hum : 47.72340 pct  
Pressure : 1007.59522 hPa,  Temp : 35.82105 deg,  Hum : 47.90123 pct  
Pressure : 1007.58693 hPa,  Temp : 35.81594 deg,  Hum : 47.83597 pct  
Pressure : 1007.55852 hPa,  Temp : 35.81594 deg,  Hum : 47.85968 pct  
Pressure : 1007.53841 hPa,  Temp : 35.82105 deg,  Hum : 47.49812 pct  
Pressure : 1007.61533 hPa,  Temp : 35.81594 deg,  Hum : 47.33800 pct  
Pressure : 1007.55023 hPa,  Temp : 35.81084 deg,  Hum : 46.89920 pct  
Pressure : 1007.59875 hPa,  Temp : 35.80573 deg,  Hum : 46.53152 pct  
Pressure : 1007.58216 hPa,  Temp : 35.79552 deg,  Hum : 46.12818 pct  
Pressure : 1007.56557 hPa,  Temp : 35.78531 deg,  Hum : 46.27636 pct  
Pressure : 1007.59397 hPa,  Temp : 35.78531 deg,  Hum : 46.19927 pct  
Pressure : 1007.56080 hPa,  Temp : 35.76489 deg,  Hum : 46.13388 pct  
Pressure : 1007.57738 hPa,  Temp : 35.77510 deg,  Hum : 46.01535 pct  
Pressure : 1007.54069 hPa,  Temp : 35.76999 deg,  Hum : 45.95008 pct  
Pressure : 1007.55250 hPa,  Temp : 35.75978 deg,  Hum : 46.38883 pct  
Pressure : 1007.56080 hPa,  Temp : 35.76489 deg,  Hum : 46.51339 pct  
Pressure : 1007.53239 hPa,  Temp : 35.76489 deg,  Hum : 46.22283 pct  
Pressure : 1007.56080 hPa,  Temp : 35.76489 deg,  Hum : 46.75649 pct  
Pressure : 1007.52410 hPa,  Temp : 35.75978 deg,  Hum : 46.29988 pct  
Pressure : 1007.48740 hPa,  Temp : 35.75467 deg,  Hum : 46.51330 pct  
Pressure : 1007.60931 hPa,  Temp : 35.75978 deg,  Hum : 45.60603 pct  
Pressure : 1007.52410 hPa,  Temp : 35.75978 deg,  Hum : 46.51927 pct  
Pressure : 1007.56431 hPa,  Temp : 35.74957 deg,  Hum : 46.33538 pct  
Pressure : 1007.49922 hPa,  Temp : 35.74446 deg,  Hum : 45.74826 pct  
Pressure : 1007.54773 hPa,  Temp : 35.73936 deg,  Hum : 45.79567 pct  
Pressure : 1007.57261 hPa,  Temp : 35.75467 deg,  Hum : 45.98555 pct  
Pressure : 1007.57613 hPa,  Temp : 35.73936 deg,  Hum : 45.80754 pct  
Pressure : 1007.56783 hPa,  Temp : 35.73425 deg,  Hum : 45.91424 pct  
Pressure : 1007.51103 hPa,  Temp : 35.73425 deg,  Hum : 45.48132 pct  
Pressure : 1007.53943 hPa,  Temp : 35.73425 deg,  Hum : 45.40422 pct  
Pressure : 1007.57965 hPa,  Temp : 35.72404 deg,  Hum : 45.04829 pct  
Pressure : 1007.57135 hPa,  Temp : 35.71893 deg,  Hum : 45.23213 pct  
Pressure : 1007.56306 hPa,  Temp : 35.71383 deg,  Hum : 45.15500 pct  
Pressure : 1007.54295 hPa,  Temp : 35.71893 deg,  Hum : 45.89042 pct  
Pressure : 1007.59146 hPa,  Temp : 35.71383 deg,  Hum : 46.09792 pct  
Pressure : 1007.60805 hPa,  Temp : 35.72404 deg,  Hum : 46.17508 pct  
Pressure : 1007.51455 hPa,  Temp : 35.71893 deg,  Hum : 46.40628 pct  
Pressure : 1007.52284 hPa,  Temp : 35.72404 deg,  Hum : 45.92010 pct  
Pressure : 1007.50625 hPa,  Temp : 35.71383 deg,  Hum : 46.08606 pct  
Pressure : 1007.57135 hPa,  Temp : 35.71893 deg,  Hum : 46.05052 pct  
Pressure : 1007.57135 hPa,  Temp : 35.71893 deg,  Hum : 46.33513 pct  
Pressure : 1007.51807 hPa,  Temp : 35.70361 deg,  Hum : 46.26386 pct  
Pressure : 1007.50625 hPa,  Temp : 35.71383 deg,  Hum : 45.84887 pct  
Pressure : 1007.52636 hPa,  Temp : 35.70872 deg,  Hum : 45.70652 pct  
Pressure : 1007.52636 hPa,  Temp : 35.70872 deg,  Hum : 45.78361 pct  
Pressure : 1007.57487 hPa,  Temp : 35.70361 deg,  Hum : 46.02669 pct  
Pressure : 1007.59146 hPa,  Temp : 35.71383 deg,  Hum : 46.37067 pct  
Pressure : 1007.55828 hPa,  Temp : 35.69340 deg,  Hum : 46.49501 pct  
Pressure : 1007.55828 hPa,  Temp : 35.69340 deg,  Hum : 46.48315 pct  
Pressure : 1007.59497 hPa,  Temp : 35.69851 deg,  Hum : 46.38240 pct  
Pressure : 1007.50977 hPa,  Temp : 35.69851 deg,  Hum : 46.32904 pct  
Pressure : 1007.52988 hPa,  Temp : 35.69340 deg,  Hum : 46.24007 pct  
Pressure : 1007.56179 hPa,  Temp : 35.67808 deg,  Hum : 45.48691 pct  
Pressure : 1007.57838 hPa,  Temp : 35.68830 deg,  Hum : 45.45732 pct  
Pressure : 1007.49670 hPa,  Temp : 35.67298 deg,  Hum : 44.99465 pct  
Pressure : 1007.61029 hPa,  Temp : 35.67298 deg,  Hum : 44.61505 pct  
Pressure : 1007.55701 hPa,  Temp : 35.65766 deg,  Hum : 44.63871 pct  
Pressure : 1007.56882 hPa,  Temp : 35.64745 deg,  Hum : 44.19973 pct  
Pressure : 1007.54393 hPa,  Temp : 35.63213 deg,  Hum : 44.03951 pct  
Pressure : 1007.52734 hPa,  Temp : 35.62192 deg,  Hum : 44.12846 pct  
Pressure : 1007.57584 hPa,  Temp : 35.61681 deg,  Hum : 44.09286 pct  
Pressure : 1007.55095 hPa,  Temp : 35.60150 deg,  Hum : 43.97417 pct  
Pressure : 1007.51426 hPa,  Temp : 35.59639 deg,  Hum : 44.16990 pct  
Pressure : 1007.52606 hPa,  Temp : 35.58618 deg,  Hum : 43.76652 pct  
Pressure : 1007.55797 hPa,  Temp : 35.57086 deg,  Hum : 43.98595 pct  
Pressure : 1007.52128 hPa,  Temp : 35.56575 deg,  Hum : 44.40110 pct  
Pressure : 1007.58636 hPa,  Temp : 35.57086 deg,  Hum : 44.11051 pct  
Pressure : 1007.55797 hPa,  Temp : 35.57086 deg,  Hum : 44.16982 pct  
Pressure : 1007.52478 hPa,  Temp : 35.55044 deg,  Hum : 43.61221 pct  
Pressure : 1007.50819 hPa,  Temp : 35.54023 deg,  Hum : 43.76641 pct  
Pressure : 1007.52829 hPa,  Temp : 35.53512 deg,  Hum : 43.64777 pct  
Pressure : 1007.54009 hPa,  Temp : 35.52491 deg,  Hum : 43.47574 pct  
Pressure : 1007.57678 hPa,  Temp : 35.53001 deg,  Hum : 43.97397 pct  
Pressure : 1007.53179 hPa,  Temp : 35.51980 deg,  Hum : 43.89091 pct  
Pressure : 1007.48681 hPa,  Temp : 35.50959 deg,  Hum : 43.59434 pct  
Pressure : 1007.50690 hPa,  Temp : 35.50448 deg,  Hum : 43.33928 pct  
Pressure : 1007.55539 hPa,  Temp : 35.49938 deg,  Hum : 43.68921 pct  
Pressure : 1007.53880 hPa,  Temp : 35.48917 deg,  Hum : 43.34518 pct  
Pressure : 1007.53050 hPa,  Temp : 35.48406 deg,  Hum : 43.41635 pct  
Pressure : 1007.53400 hPa,  Temp : 35.46874 deg,  Hum : 43.29177 pct  
Pressure : 1007.46893 hPa,  Temp : 35.46364 deg,  Hum : 43.35701 pct  
Pressure : 1007.49732 hPa,  Temp : 35.46364 deg,  Hum : 43.24432 pct  
Pressure : 1007.46063 hPa,  Temp : 35.45853 deg,  Hum : 43.25617 pct  
Pressure : 1007.56589 hPa,  Temp : 35.45343 deg,  Hum : 43.27396 pct  
Pressure : 1007.50082 hPa,  Temp : 35.44832 deg,  Hum : 43.09602 pct  
Pressure : 1007.47593 hPa,  Temp : 35.43300 deg,  Hum : 43.49929 pct  
Pressure : 1007.59778 hPa,  Temp : 35.43811 deg,  Hum : 43.35104 pct  
Pressure : 1007.47593 hPa,  Temp : 35.43300 deg,  Hum : 43.45185 pct  
Pressure : 1007.49602 hPa,  Temp : 35.42790 deg,  Hum : 43.87288 pct  
Pressure : 1007.47942 hPa,  Temp : 35.41768 deg,  Hum : 43.70089 pct  
Pressure : 1007.56459 hPa,  Temp : 35.41768 deg,  Hum : 43.51706 pct  
Pressure : 1007.53620 hPa,  Temp : 35.41768 deg,  Hum : 43.39845 pct  
Pressure : 1007.51131 hPa,  Temp : 35.40237 deg,  Hum : 43.45773 pct  
Pressure : 1007.49122 hPa,  Temp : 35.40747 deg,  Hum : 43.74830 pct  
Pressure : 1007.57638 hPa,  Temp : 35.40747 deg,  Hum : 43.99141 pct  
Pressure : 1007.52790 hPa,  Temp : 35.41258 deg,  Hum : 44.13965 pct  
Pressure : 1007.55979 hPa,  Temp : 35.39726 deg,  Hum : 44.02695 pct  
Pressure : 1007.53970 hPa,  Temp : 35.40237 deg,  Hum : 43.85502 pct  
Pressure : 1007.58817 hPa,  Temp : 35.39726 deg,  Hum : 44.29968 pct  
Pressure : 1007.55979 hPa,  Temp : 35.39726 deg,  Hum : 44.19296 pct  
Pressure : 1007.50651 hPa,  Temp : 35.38194 deg,  Hum : 44.11584 pct  
Pressure : 1007.59996 hPa,  Temp : 35.38705 deg,  Hum : 43.65338 pct  
Pressure : 1007.52660 hPa,  Temp : 35.37684 deg,  Hum : 43.27978 pct  
Pressure : 1007.54668 hPa,  Temp : 35.37173 deg,  Hum : 43.15524 pct  
Pressure : 1007.59516 hPa,  Temp : 35.36663 deg,  Hum : 43.70077 pct  
Pressure : 1007.47332 hPa,  Temp : 35.36152 deg,  Hum : 43.57624 pct  
Pressure : 1007.52179 hPa,  Temp : 35.35641 deg,  Hum : 44.25803 pct  
Pressure : 1007.56677 hPa,  Temp : 35.36663 deg,  Hum : 44.29957 pct  
Pressure : 1007.51000 hPa,  Temp : 35.36663 deg,  Hum : 44.53668 pct  
Pressure : 1007.50170 hPa,  Temp : 35.36152 deg,  Hum : 44.73820 pct  
Pressure : 1007.51000 hPa,  Temp : 35.36663 deg,  Hum : 44.63745 pct  
Pressure : 1007.51000 hPa,  Temp : 35.36663 deg,  Hum : 45.11163 pct  
Pressure : 1007.53489 hPa,  Temp : 35.38194 deg,  Hum : 44.91019 pct  
Pressure : 1007.51000 hPa,  Temp : 35.36663 deg,  Hum : 45.07607 pct  
Pressure : 1007.55498 hPa,  Temp : 35.37684 deg,  Hum : 44.92202 pct  
Pressure : 1007.53839 hPa,  Temp : 35.36663 deg,  Hum : 44.80935 pct  
Pressure : 1007.51000 hPa,  Temp : 35.36663 deg,  Hum : 44.70266 pct  
Pressure : 1007.53009 hPa,  Temp : 35.36152 deg,  Hum : 44.61965 pct  
Pressure : 1007.47332 hPa,  Temp : 35.36152 deg,  Hum : 44.83303 pct  
Pressure : 1007.53839 hPa,  Temp : 35.36663 deg,  Hum : 44.70858 pct  
Pressure : 1007.49341 hPa,  Temp : 35.35641 deg,  Hum : 44.48329 pct  
Pressure : 1007.59516 hPa,  Temp : 35.36663 deg,  Hum : 44.69080 pct  
Pressure : 1007.58686 hPa,  Temp : 35.36152 deg,  Hum : 44.56630 pct  
Pressure : 1007.58686 hPa,  Temp : 35.36152 deg,  Hum : 44.45960 pct  
Pressure : 1007.49341 hPa,  Temp : 35.35641 deg,  Hum : 44.50700 pct  
Pressure : 1007.52179 hPa,  Temp : 35.35641 deg,  Hum : 44.12761 pct  
Pressure : 1007.53358 hPa,  Temp : 35.34620 deg,  Hum : 44.41805 pct  
Pressure : 1007.58205 hPa,  Temp : 35.34110 deg,  Hum : 44.03271 pct  
Pressure : 1007.54537 hPa,  Temp : 35.33599 deg,  Hum : 44.02084 pct  
Pressure : 1007.58205 hPa,  Temp : 35.34110 deg,  Hum : 44.58992 pct  
Pressure : 1007.55716 hPa,  Temp : 35.32578 deg,  Hum : 44.98103 pct  
Pressure : 1007.51699 hPa,  Temp : 35.33599 deg,  Hum : 44.92181 pct  
Pressure : 1007.47201 hPa,  Temp : 35.32578 deg,  Hum : 45.17067 pct  
Pressure : 1007.52048 hPa,  Temp : 35.32067 deg,  Hum : 44.73801 pct  
Pressure : 1007.52048 hPa,  Temp : 35.32067 deg,  Hum : 44.93359 pct  
Pressure : 1007.52877 hPa,  Temp : 35.32578 deg,  Hum : 44.51873 pct  
Pressure : 1007.55716 hPa,  Temp : 35.32578 deg,  Hum : 44.75581 pct  
Pressure : 1007.59384 hPa,  Temp : 35.33088 deg,  Hum : 44.41206 pct  
Pressure : 1007.57724 hPa,  Temp : 35.32067 deg,  Hum : 44.56613 pct  
Pressure : 1007.56894 hPa,  Temp : 35.31557 deg,  Hum : 43.91407 pct  
Pressure : 1007.49558 hPa,  Temp : 35.30535 deg,  Hum : 44.21043 pct  
Pressure : 1007.49558 hPa,  Temp : 35.30535 deg,  Hum : 44.03853 pct  
Pressure : 1007.52397 hPa,  Temp : 35.30535 deg,  Hum : 43.80734 pct  
Pressure : 1007.64098 hPa,  Temp : 35.29004 deg,  Hum : 43.68281 pct  
Pressure : 1007.55584 hPa,  Temp : 35.29004 deg,  Hum : 43.59981 pct  
Pressure : 1007.56762 hPa,  Temp : 35.27982 deg,  Hum : 43.58200 pct  
Pressure : 1007.55932 hPa,  Temp : 35.27472 deg,  Hum : 42.87053 pct  
Pressure : 1007.53924 hPa,  Temp : 35.27982 deg,  Hum : 42.88239 pct  
Pressure : 1007.53443 hPa,  Temp : 35.25940 deg,  Hum : 43.23219 pct  
Pressure : 1007.54621 hPa,  Temp : 35.24919 deg,  Hum : 43.11953 pct  
Pressure : 1007.46937 hPa,  Temp : 35.25430 deg,  Hum : 43.51081 pct  
Pressure : 1007.56281 hPa,  Temp : 35.25940 deg,  Hum : 43.23812 pct  
Pressure : 1007.48945 hPa,  Temp : 35.24919 deg,  Hum : 43.57008 pct  
Pressure : 1007.48464 hPa,  Temp : 35.22877 deg,  Hum : 43.85455 pct  
Pressure : 1007.55799 hPa,  Temp : 35.23898 deg,  Hum : 43.95534 pct  
Pressure : 1007.55799 hPa,  Temp : 35.23898 deg,  Hum : 43.81309 pct  
Pressure : 1007.52131 hPa,  Temp : 35.23387 deg,  Hum : 43.75380 pct  
Pressure : 1007.47285 hPa,  Temp : 35.23898 deg,  Hum : 43.23216 pct  
Pressure : 1007.56977 hPa,  Temp : 35.22877 deg,  Hum : 43.29143 pct  
Pressure : 1007.51650 hPa,  Temp : 35.21345 deg,  Hum : 43.03057 pct  
Pressure : 1007.49642 hPa,  Temp : 35.21855 deg,  Hum : 43.00686 pct  
Pressure : 1007.55318 hPa,  Temp : 35.21855 deg,  Hum : 43.01279 pct  
Pressure : 1007.52480 hPa,  Temp : 35.21855 deg,  Hum : 43.23213 pct  
Pressure : 1007.45974 hPa,  Temp : 35.21345 deg,  Hum : 43.11356 pct  
Pressure : 1007.48812 hPa,  Temp : 35.21345 deg,  Hum : 43.15506 pct  
Pressure : 1007.47152 hPa,  Temp : 35.20324 deg,  Hum : 43.42773 pct  
Pressure : 1007.55318 hPa,  Temp : 35.21855 deg,  Hum : 43.93750 pct  
Pressure : 1007.58156 hPa,  Temp : 35.21855 deg,  Hum : 43.77747 pct  
Pressure : 1007.52828 hPa,  Temp : 35.20324 deg,  Hum : 43.76558 pct  
Pressure : 1007.56844 hPa,  Temp : 35.19302 deg,  Hum : 43.59960 pct  
Pressure : 1007.51168 hPa,  Temp : 35.19302 deg,  Hum : 42.74599 pct  
Pressure : 1007.45841 hPa,  Temp : 35.17771 deg,  Hum : 42.80527 pct  
Pressure : 1007.51168 hPa,  Temp : 35.19302 deg,  Hum : 42.59184 pct  
Pressure : 1007.50338 hPa,  Temp : 35.18792 deg,  Hum : 43.56403 pct  
Pressure : 1007.58022 hPa,  Temp : 35.18281 deg,  Hum : 42.09972 pct  
Pressure : 1007.55184 hPa,  Temp : 35.18281 deg,  Hum : 42.56813 pct  
Pressure : 1007.54354 hPa,  Temp : 35.17771 deg,  Hum : 42.43769 pct  
Pressure : 1007.57192 hPa,  Temp : 35.17771 deg,  Hum : 42.48512 pct  
Pressure : 1007.56362 hPa,  Temp : 35.17260 deg,  Hum : 42.68077 pct  
Pressure : 1007.51516 hPa,  Temp : 35.17771 deg,  Hum : 42.78748 pct  
Pressure : 1007.50338 hPa,  Temp : 35.18792 deg,  Hum : 43.47512 pct  
Pressure : 1007.52346 hPa,  Temp : 35.18281 deg,  Hum : 43.43955 pct  
Pressure : 1007.58022 hPa,  Temp : 35.18281 deg,  Hum : 43.91962 pct  
Pressure : 1007.51516 hPa,  Temp : 35.17771 deg,  Hum : 44.31665 pct  
Pressure : 1007.58022 hPa,  Temp : 35.18281 deg,  Hum : 44.27519 pct  
Pressure : 1007.58852 hPa,  Temp : 35.18792 deg,  Hum : 44.26928 pct  
Pressure : 1007.55184 hPa,  Temp : 35.18281 deg,  Hum : 44.07963 pct  
Pressure : 1007.54354 hPa,  Temp : 35.17771 deg,  Hum : 44.07961 pct  
Pressure : 1007.57192 hPa,  Temp : 35.17771 deg,  Hum : 44.17443 pct  
Pressure : 1007.47019 hPa,  Temp : 35.16750 deg,  Hum : 44.43512 pct  
Pressure : 1007.54354 hPa,  Temp : 35.17771 deg,  Hum : 44.25739 pct  
Pressure : 1007.47849 hPa,  Temp : 35.17260 deg,  Hum : 43.95515 pct  
Pressure : 1007.47849 hPa,  Temp : 35.17260 deg,  Hum : 44.07367 pct  
Pressure : 1007.49027 hPa,  Temp : 35.16239 deg,  Hum : 43.74177 pct  
Pressure : 1007.51864 hPa,  Temp : 35.16239 deg,  Hum : 43.65880 pct  
Pressure : 1007.51034 hPa,  Temp : 35.15728 deg,  Hum : 43.72991 pct  
Pressure : 1007.48197 hPa,  Temp : 35.15728 deg,  Hum : 43.58767 pct  
Pressure : 1007.47367 hPa,  Temp : 35.15218 deg,  Hum : 43.14313 pct  
Pressure : 1007.49374 hPa,  Temp : 35.14707 deg,  Hum : 42.80525 pct  
Pressure : 1007.52212 hPa,  Temp : 35.14707 deg,  Hum : 42.89417 pct  
Pressure : 1007.59065 hPa,  Temp : 35.13686 deg,  Hum : 42.99493 pct  
Pressure : 1007.56227 hPa,  Temp : 35.13686 deg,  Hum : 43.28536 pct  
Pressure : 1007.55397 hPa,  Temp : 35.13175 deg,  Hum : 43.17867 pct  
Pressure : 1007.55397 hPa,  Temp : 35.13175 deg,  Hum : 43.34462 pct  
Pressure : 1007.48892 hPa,  Temp : 35.12665 deg,  Hum : 43.43944 pct  
Pressure : 1007.50070 hPa,  Temp : 35.11644 deg,  Hum : 43.50461 pct  
Pressure : 1007.51730 hPa,  Temp : 35.12665 deg,  Hum : 43.66464 pct  
Pressure : 1007.48892 hPa,  Temp : 35.12665 deg,  Hum : 43.90168 pct  
Pressure : 1007.57405 hPa,  Temp : 35.12665 deg,  Hum : 44.07352 pct  
Pressure : 1007.50070 hPa,  Temp : 35.11644 deg,  Hum : 44.32234 pct  
Pressure : 1007.53737 hPa,  Temp : 35.12154 deg,  Hum : 44.00240 pct  
Pressure : 1007.50070 hPa,  Temp : 35.11644 deg,  Hum : 44.04386 pct  
Pressure : 1007.49722 hPa,  Temp : 35.13175 deg,  Hum : 44.48238 pct  
Pressure : 1007.52907 hPa,  Temp : 35.11644 deg,  Hum : 44.62450 pct  
Pressure : 1007.51730 hPa,  Temp : 35.12665 deg,  Hum : 44.27498 pct  
Pressure : 1007.48062 hPa,  Temp : 35.12154 deg,  Hum : 44.06166 pct  
Pressure : 1007.48892 hPa,  Temp : 35.12665 deg,  Hum : 44.31053 pct  
Pressure : 1007.47715 hPa,  Temp : 35.13686 deg,  Hum : 44.77863 pct  
Pressure : 1007.47232 hPa,  Temp : 35.11644 deg,  Hum : 44.81407 pct  
Pressure : 1007.52907 hPa,  Temp : 35.11644 deg,  Hum : 44.52378 pct  
Pressure : 1007.46885 hPa,  Temp : 35.13175 deg,  Hum : 44.89709 pct  
Pressure : 1007.48892 hPa,  Temp : 35.12665 deg,  Hum : 44.51198 pct  
Pressure : 1007.50900 hPa,  Temp : 35.12154 deg,  Hum : 44.46456 pct  
Pressure : 1007.51730 hPa,  Temp : 35.12665 deg,  Hum : 44.92668 pct  
Pressure : 1007.55745 hPa,  Temp : 35.11644 deg,  Hum : 44.70152 pct  
Pressure : 1007.48062 hPa,  Temp : 35.12154 deg,  Hum : 44.97997 pct  
Pressure : 1007.50900 hPa,  Temp : 35.12154 deg,  Hum : 44.70746 pct  
Pressure : 1007.50070 hPa,  Temp : 35.11644 deg,  Hum : 44.61265 pct  
Pressure : 1007.56575 hPa,  Temp : 35.12154 deg,  Hum : 44.54158 pct  
Pressure : 1007.54085 hPa,  Temp : 35.10622 deg,  Hum : 44.50597 pct  
Pressure : 1007.55745 hPa,  Temp : 35.11644 deg,  Hum : 44.45269 pct  
Pressure : 1007.55745 hPa,  Temp : 35.11644 deg,  Hum : 44.77853 pct  
Pressure : 1007.52907 hPa,  Temp : 35.11644 deg,  Hum : 44.95032 pct  
Pressure : 1007.52907 hPa,  Temp : 35.11644 deg,  Hum : 45.13396 pct  
Pressure : 1007.53737 hPa,  Temp : 35.12154 deg,  Hum : 44.58305 pct  
Pressure : 1007.52077 hPa,  Temp : 35.11133 deg,  Hum : 44.80812 pct  
Pressure : 1007.52077 hPa,  Temp : 35.11133 deg,  Hum : 44.74888 pct  
Pressure : 1007.46403 hPa,  Temp : 35.11133 deg,  Hum : 44.79628 pct  
Pressure : 1007.50900 hPa,  Temp : 35.12154 deg,  Hum : 44.64822 pct  
Pressure : 1007.52907 hPa,  Temp : 35.11644 deg,  Hum : 44.56526 pct  
Pressure : 1007.55745 hPa,  Temp : 35.11644 deg,  Hum : 44.51194 pct  
Pressure : 1007.49240 hPa,  Temp : 35.11133 deg,  Hum : 45.01546 pct  
Pressure : 1007.57752 hPa,  Temp : 35.11133 deg,  Hum : 44.97399 pct  
Pressure : 1007.52077 hPa,  Temp : 35.11133 deg,  Hum : 44.73111 pct  
Pressure : 1007.52077 hPa,  Temp : 35.11133 deg,  Hum : 44.66595 pct  
Pressure : 1007.58582 hPa,  Temp : 35.11644 deg,  Hum : 44.46454 pct  
Pressure : 1007.53255 hPa,  Temp : 35.10112 deg,  Hum : 44.41116 pct  
Pressure : 1007.52077 hPa,  Temp : 35.11133 deg,  Hum : 44.25123 pct  
Pressure : 1007.50418 hPa,  Temp : 35.10112 deg,  Hum : 44.23342 pct  
Pressure : 1007.60590 hPa,  Temp : 35.11133 deg,  Hum : 44.10903 pct  
Pressure : 1007.53255 hPa,  Temp : 35.10112 deg,  Hum : 44.59481 pct  
Pressure : 1007.52425 hPa,  Temp : 35.09601 deg,  Hum : 44.88506 pct  
Pressure : 1007.55262 hPa,  Temp : 35.09601 deg,  Hum : 44.73696 pct  
Pressure : 1007.53255 hPa,  Temp : 35.10112 deg,  Hum : 44.83177 pct  
Pressure : 1007.52425 hPa,  Temp : 35.09601 deg,  Hum : 44.96799 pct  
Pressure : 1007.50418 hPa,  Temp : 35.10112 deg,  Hum : 44.87324 pct  
Pressure : 1007.54085 hPa,  Temp : 35.10622 deg,  Hum : 45.29383 pct  
Pressure : 1007.60590 hPa,  Temp : 35.11133 deg,  Hum : 45.29386 pct  
Pressure : 1007.57752 hPa,  Temp : 35.11133 deg,  Hum : 45.20501 pct  
Pressure : 1007.52077 hPa,  Temp : 35.11133 deg,  Hum : 45.16354 pct  
Pressure : 1007.58582 hPa,  Temp : 35.11644 deg,  Hum : 45.21688 pct  
Pressure : 1007.52907 hPa,  Temp : 35.11644 deg,  Hum : 45.45973 pct  
Pressure : 1007.55745 hPa,  Temp : 35.11644 deg,  Hum : 45.02141 pct  
Pressure : 1007.52907 hPa,  Temp : 35.11644 deg,  Hum : 45.06880 pct  
Pressure : 1007.49240 hPa,  Temp : 35.11133 deg,  Hum : 45.03915 pct  
Pressure : 1007.44395 hPa,  Temp : 35.11644 deg,  Hum : 45.32350 pct  
Pressure : 1007.48410 hPa,  Temp : 35.10622 deg,  Hum : 45.18721 pct  
Pressure : 1007.48410 hPa,  Temp : 35.10622 deg,  Hum : 45.57812 pct  
Pressure : 1007.50070 hPa,  Temp : 35.11644 deg,  Hum : 45.18727 pct  
Pressure : 1007.52907 hPa,  Temp : 35.11644 deg,  Hum : 44.94440 pct  
Pressure : 1007.43565 hPa,  Temp : 35.11133 deg,  Hum : 44.93845 pct  
Pressure : 1007.46403 hPa,  Temp : 35.11133 deg,  Hum : 44.72519 pct  
Pressure : 1007.49240 hPa,  Temp : 35.11133 deg,  Hum : 44.98584 pct  
Pressure : 1007.45225 hPa,  Temp : 35.12154 deg,  Hum : 44.84964 pct  
Pressure : 1007.46403 hPa,  Temp : 35.11133 deg,  Hum : 45.22278 pct  
Pressure : 1007.40728 hPa,  Temp : 35.11133 deg,  Hum : 45.20501 pct  
Pressure : 1007.46403 hPa,  Temp : 35.11133 deg,  Hum : 45.46562 pct  
Pressure : 1007.45573 hPa,  Temp : 35.10622 deg,  Hum : 45.34713 pct  
Pressure : 1007.40728 hPa,  Temp : 35.11133 deg,  Hum : 45.45970 pct  
Pressure : 1007.40728 hPa,  Temp : 35.11133 deg,  Hum : 45.44785 pct  
Pressure : 1007.41558 hPa,  Temp : 35.11644 deg,  Hum : 45.63149 pct  
Pressure : 1007.46055 hPa,  Temp : 35.12665 deg,  Hum : 45.37687 pct  
Pressure : 1007.44395 hPa,  Temp : 35.11644 deg,  Hum : 45.54857 pct  
Pressure : 1007.44395 hPa,  Temp : 35.11644 deg,  Hum : 45.63149 pct  
Pressure : 1007.48062 hPa,  Temp : 35.12154 deg,  Hum : 45.46569 pct  
Pressure : 1007.43217 hPa,  Temp : 35.12665 deg,  Hum : 45.54272 pct  
Pressure : 1007.45225 hPa,  Temp : 35.12154 deg,  Hum : 45.88027 pct  
Pressure : 1007.50900 hPa,  Temp : 35.12154 deg,  Hum : 45.44792 pct  
Pressure : 1007.48892 hPa,  Temp : 35.12665 deg,  Hum : 45.45979 pct  
Pressure : 1007.49722 hPa,  Temp : 35.13175 deg,  Hum : 46.91068 pct  
